id,customer_id,total,year,status
131,132,141.0,2021,ok
132,133,142.0,2022,ok
133,134,143.0,2023,ok
134,135,144.0,2024,ok
135,136,145.0,2020,ok
136,137,146.0,2021,ok
137,138,147.0,2022,ok
138,139,148.0,2023,ok
139,140,149.0,2024,ok
140,141,150.0,2020,ok
141,142,151.0,2021,ok
142,143,152.0,2022,ok
143,144,153.0,2023,ok
144,145,154.0,2024,ok
145,146,155.0,2020,ok
146,147,156.0,2021,ok
147,148,157.0,2022,ok
148,149,158.0,2023,ok
149,150,159.0,2024,ok
150,151,160.0,2020,ok
151,152,161.0,2021,ok
152,153,162.0,2022,ok
153,154,163.0,2023,ok
154,155,164.0,2024,ok
155,156,165.0,2020,ok
156,157,166.0,2021,ok
157,158,167.0,2022,ok
158,159,168.0,2023,ok
159,160,169.0,2024,ok
160,161,170.0,2020,ok
161,162,171.0,2021,ok
162,163,172.0,2022,ok
163,164,173.0,2023,ok
164,165,174.0,2024,ok
165,166,175.0,2020,ok
166,167,176.0,2021,ok
167,168,177.0,2022,ok
168,169,178.0,2023,ok
169,170,179.0,2024,ok
170,171,180.0,2020,ok
171,172,181.0,2021,ok
172,173,182.0,2022,ok
173,174,183.0,2023,ok
174,175,184.0,2024,ok
175,176,185.0,2020,ok
176,177,186.0,2021,ok
177,178,187.0,2022,ok
178,179,188.0,2023,ok
179,180,189.0,2024,ok
180,181,190.0,2020,ok
181,182,191.0,2021,ok
182,183,192.0,2022,ok
183,184,193.0,2023,ok
184,185,194.0,2024,ok
185,186,195.0,2020,ok
186,187,196.0,2021,ok
187,188,197.0,2022,ok
188,189,198.0,2023,ok
189,190,199.0,2024,ok
190,191,200.0,2020,ok
191,192,201.0,2021,ok
192,193,202.0,2022,ok
193,194,203.0,2023,ok
194,195,204.0,2024,ok
195,196,205.0,2020,ok
196,197,206.0,2021,ok
197,198,207.0,2022,ok
198,199,208.0,2023,ok
199,200,209.0,2024,ok
200,201,210.0,2020,ok
201,202,211.0,2021,ok
202,203,212.0,2022,ok
203,204,213.0,2023,ok
204,205,214.0,2024,ok
205,206,215.0,2020,ok
206,207,216.0,2021,ok
207,208,217.0,2022,ok
208,209,218.0,2023,ok
209,210,219.0,2024,ok
210,211,220.0,2020,ok
211,212,221.0,2021,ok
212,213,222.0,2022,ok
213,214,223.0,2023,ok
214,215,224.0,2024,ok
215,216,225.0,2020,ok
216,217,226.0,2021,ok
217,218,227.0,2022,ok
218,219,228.0,2023,ok
219,220,229.0,2024,ok
220,221,230.0,2020,ok
221,222,231.0,2021,ok
222,223,232.0,2022,ok
223,224,233.0,2023,ok
224,225,234.0,2024,ok
225,226,235.0,2020,ok
226,227,236.0,2021,ok
227,228,237.0,2022,ok
228,229,238.0,2023,ok
229,230,239.0,2024,ok
230,231,240.0,2020,ok
231,232,241.0,2021,ok
232,233,242.0,2022,ok
233,234,243.0,2023,ok
234,235,244.0,2024,ok
235,236,245.0,2020,ok
236,237,246.0,2021,ok
237,238,247.0,2022,ok
238,239,248.0,2023,ok
239,240,249.0,2024,ok
240,241,250.0,2020,ok
241,242,251.0,2021,ok
242,243,252.0,2022,ok
243,244,253.0,2023,ok
244,245,254.0,2024,ok
245,246,255.0,2020,ok
246,247,256.0,2021,ok
247,248,257.0,2022,ok
248,249,258.0,2023,ok
249,250,259.0,2024,ok
250,251,260.0,2020,ok
251,252,261.0,2021,ok
252,253,262.0,2022,ok
253,254,263.0,2023,ok
254,255,264.0,2024,ok
255,256,265.0,2020,ok
256,257,266.0,2021,ok
257,258,267.0,2022,ok
258,259,268.0,2023,ok
259,260,269.0,2024,ok
260,261,270.0,2020,ok
261,262,271.0,2021,ok
262,263,272.0,2022,ok
263,264,273.0,2023,ok
264,265,274.0,2024,ok
265,266,275.0,2020,ok
266,267,276.0,2021,ok
267,268,277.0,2022,ok
268,269,278.0,2023,ok
269,270,279.0,2024,ok
270,271,280.0,2020,ok
271,272,281.0,2021,ok
272,273,282.0,2022,ok
273,274,283.0,2023,ok
274,275,284.0,2024,ok
275,276,285.0,2020,ok
276,277,286.0,2021,ok
277,278,287.0,2022,ok
278,279,288.0,2023,ok
279,280,289.0,2024,ok
280,281,290.0,2020,ok
281,282,291.0,2021,ok
282,283,292.0,2022,ok
283,284,293.0,2023,ok
284,285,294.0,2024,ok
285,286,295.0,2020,ok
286,287,296.0,2021,ok
287,288,297.0,2022,ok
288,289,298.0,2023,ok
289,290,299.0,2024,ok
290,291,300.0,2020,ok
291,292,301.0,2021,ok
292,293,302.0,2022,ok
293,294,303.0,2023,ok
294,295,304.0,2024,ok
295,296,305.0,2020,ok
296,297,306.0,2021,ok
297,298,307.0,2022,ok
298,299,308.0,2023,ok
299,300,309.0,2024,ok
300,301,310.0,2020,ok
301,302,311.0,2021,ok
302,303,312.0,2022,ok
303,304,313.0,2023,ok
304,305,314.0,2024,ok
305,306,315.0,2020,ok
306,307,316.0,2021,ok
307,308,317.0,2022,ok
308,309,318.0,2023,ok
309,310,319.0,2024,ok
310,311,320.0,2020,ok
311,312,321.0,2021,ok
312,313,322.0,2022,ok
313,314,323.0,2023,ok
314,315,324.0,2024,ok
315,316,325.0,2020,ok
316,317,326.0,2021,ok
317,318,327.0,2022,ok
318,319,328.0,2023,ok
319,320,329.0,2024,ok
320,321,330.0,2020,ok
321,322,331.0,2021,ok
322,323,332.0,2022,ok
323,324,333.0,2023,ok
324,325,334.0,2024,ok
325,326,335.0,2020,ok
326,327,336.0,2021,ok
327,328,337.0,2022,ok
328,329,338.0,2023,ok
329,330,339.0,2024,ok
330,331,340.0,2020,ok
331,332,341.0,2021,ok
332,333,342.0,2022,ok
333,334,343.0,2023,ok
334,335,344.0,2024,ok
335,336,345.0,2020,ok
336,337,346.0,2021,ok
337,338,347.0,2022,ok
338,339,348.0,2023,ok
339,340,349.0,2024,ok
340,341,350.0,2020,ok
341,342,351.0,2021,ok
342,343,352.0,2022,ok
343,344,353.0,2023,ok
344,345,354.0,2024,ok
345,346,355.0,2020,ok
346,347,356.0,2021,ok
347,348,357.0,2022,ok
348,349,358.0,2023,ok
349,350,359.0,2024,ok
350,351,360.0,2020,ok
351,352,361.0,2021,ok
352,353,362.0,2022,ok
353,354,363.0,2023,ok
354,355,364.0,2024,ok
355,356,365.0,2020,ok
356,357,366.0,2021,ok
357,358,367.0,2022,ok
358,359,368.0,2023,ok
359,360,369.0,2024,ok
360,361,370.0,2020,ok
361,362,371.0,2021,ok
362,363,372.0,2022,ok
363,364,373.0,2023,ok
364,365,374.0,2024,ok
365,366,375.0,2020,ok
366,367,376.0,2021,ok
367,368,377.0,2022,ok
368,369,378.0,2023,ok
369,370,379.0,2024,ok
370,371,380.0,2020,ok
371,372,381.0,2021,ok
372,373,382.0,2022,ok
373,374,383.0,2023,ok
374,375,384.0,2024,ok
375,376,385.0,2020,ok
376,377,386.0,2021,ok
377,378,387.0,2022,ok
378,379,388.0,2023,ok
379,380,389.0,2024,ok
380,381,390.0,2020,ok
381,382,391.0,2021,ok
382,383,392.0,2022,ok
383,384,393.0,2023,ok
384,385,394.0,2024,ok
385,386,395.0,2020,ok
386,387,396.0,2021,ok
387,388,397.0,2022,ok
388,389,398.0,2023,ok
389,390,399.0,2024,ok
390,391,400.0,2020,ok
391,392,401.0,2021,ok
392,393,402.0,2022,ok
393,394,403.0,2023,ok
394,395,404.0,2024,ok
395,396,405.0,2020,ok
396,397,406.0,2021,ok
397,398,407.0,2022,ok
398,399,408.0,2023,ok
399,400,409.0,2024,ok
400,401,410.0,2020,ok
401,402,411.0,2021,ok
402,403,412.0,2022,ok
403,404,413.0,2023,ok
404,405,414.0,2024,ok
405,406,415.0,2020,ok
406,407,416.0,2021,ok
407,408,417.0,2022,ok
408,409,418.0,2023,ok
409,410,419.0,2024,ok
410,411,420.0,2020,ok
411,412,421.0,2021,ok
412,413,422.0,2022,ok
413,414,423.0,2023,ok
414,415,424.0,2024,ok
415,416,425.0,2020,ok
416,417,426.0,2021,ok
417,418,427.0,2022,ok
418,419,428.0,2023,ok
419,420,429.0,2024,ok
420,421,430.0,2020,ok
421,422,431.0,2021,ok
422,423,432.0,2022,ok
423,424,433.0,2023,ok
424,425,434.0,2024,ok
425,426,435.0,2020,ok
426,427,436.0,2021,ok
427,428,437.0,2022,ok
428,429,438.0,2023,ok
429,430,439.0,2024,ok
430,431,440.0,2020,ok
431,432,441.0,2021,ok
432,433,442.0,2022,ok
433,434,443.0,2023,ok
434,435,444.0,2024,ok
435,436,445.0,2020,ok
436,437,446.0,2021,ok
437,438,447.0,2022,ok
438,439,448.0,2023,ok
439,440,449.0,2024,ok
440,441,450.0,2020,ok
441,442,451.0,2021,ok
442,443,452.0,2022,ok
443,444,453.0,2023,ok
444,445,454.0,2024,ok
445,446,455.0,2020,ok
446,447,456.0,2021,ok
447,448,457.0,2022,ok
448,449,458.0,2023,ok
449,450,459.0,2024,ok
450,451,460.0,2020,ok
451,452,461.0,2021,ok
452,453,462.0,2022,ok
453,454,463.0,2023,ok
454,455,464.0,2024,ok
455,456,465.0,2020,ok
456,457,466.0,2021,ok
457,458,467.0,2022,ok
458,459,468.0,2023,ok
459,460,469.0,2024,ok
460,461,470.0,2020,ok
461,462,471.0,2021,ok
462,463,472.0,2022,ok
463,464,473.0,2023,ok
464,465,474.0,2024,ok
465,466,475.0,2020,ok
466,467,476.0,2021,ok
467,468,477.0,2022,ok
468,469,478.0,2023,ok
469,470,479.0,2024,ok
470,471,480.0,2020,ok
471,472,481.0,2021,ok
472,473,482.0,2022,ok
473,474,483.0,2023,ok
474,475,484.0,2024,ok
475,476,485.0,2020,ok
476,477,486.0,2021,ok
477,478,487.0,2022,ok
478,479,488.0,2023,ok
479,480,489.0,2024,ok
480,481,490.0,2020,ok
481,482,491.0,2021,ok
482,483,492.0,2022,ok
483,484,493.0,2023,ok
484,485,494.0,2024,ok
485,486,495.0,2020,ok
486,487,496.0,2021,ok
487,488,497.0,2022,ok
488,489,498.0,2023,ok
489,490,499.0,2024,ok
490,491,500.0,2020,ok
491,492,501.0,2021,ok
492,493,502.0,2022,ok
493,494,503.0,2023,ok
494,495,504.0,2024,ok
495,496,505.0,2020,ok
496,497,506.0,2021,ok
497,498,507.0,2022,ok
498,499,508.0,2023,ok
499,500,509.0,2024,ok
500,501,510.0,2020,ok
501,502,511.0,2021,ok
502,503,512.0,2022,ok
503,504,513.0,2023,ok
504,505,514.0,2024,ok
505,506,515.0,2020,ok
506,507,516.0,2021,ok
507,508,517.0,2022,ok
508,509,518.0,2023,ok
509,510,519.0,2024,ok
510,511,520.0,2020,ok
511,512,521.0,2021,ok
512,513,522.0,2022,ok
513,514,523.0,2023,ok
514,515,524.0,2024,ok
515,516,525.0,2020,ok
516,517,526.0,2021,ok
517,518,527.0,2022,ok
518,519,528.0,2023,ok
519,520,529.0,2024,ok
520,521,530.0,2020,ok
521,522,531.0,2021,ok
522,523,532.0,2022,ok
523,524,533.0,2023,ok
524,525,534.0,2024,ok
525,526,535.0,2020,ok
526,527,536.0,2021,ok
527,528,537.0,2022,ok
528,529,538.0,2023,ok
529,530,539.0,2024,ok
530,531,540.0,2020,ok
531,532,541.0,2021,ok
532,533,542.0,2022,ok
533,534,543.0,2023,ok
534,535,544.0,2024,ok
535,536,545.0,2020,ok
536,537,546.0,2021,ok
537,538,547.0,2022,ok
538,539,548.0,2023,ok
539,540,549.0,2024,ok
540,541,550.0,2020,ok
541,542,551.0,2021,ok
542,543,552.0,2022,ok
543,544,553.0,2023,ok
544,545,554.0,2024,ok
545,546,555.0,2020,ok
546,547,556.0,2021,ok
547,548,557.0,2022,ok
548,549,558.0,2023,ok
549,550,559.0,2024,ok
550,551,560.0,2020,ok
551,552,561.0,2021,ok
552,553,562.0,2022,ok
553,554,563.0,2023,ok
554,555,564.0,2024,ok
555,556,565.0,2020,ok
556,557,566.0,2021,ok
557,558,567.0,2022,ok
558,559,568.0,2023,ok
559,560,569.0,2024,ok
560,561,570.0,2020,ok
561,562,571.0,2021,ok
562,563,572.0,2022,ok
563,564,573.0,2023,ok
564,565,574.0,2024,ok
565,566,575.0,2020,ok
566,567,576.0,2021,ok
567,568,577.0,2022,ok
568,569,578.0,2023,ok
569,570,579.0,2024,ok
570,571,580.0,2020,ok
571,572,581.0,2021,ok
572,573,582.0,2022,ok
573,574,583.0,2023,ok
574,575,584.0,2024,ok
575,576,585.0,2020,ok
576,577,586.0,2021,ok
577,578,587.0,2022,ok
578,579,588.0,2023,ok
579,580,589.0,2024,ok
580,581,590.0,2020,ok
581,582,591.0,2021,ok
582,583,592.0,2022,ok
583,584,593.0,2023,ok
584,585,594.0,2024,ok
585,586,595.0,2020,ok
586,587,596.0,2021,ok
587,588,597.0,2022,ok
588,589,598.0,2023,ok
589,590,599.0,2024,ok
590,591,600.0,2020,ok
591,592,601.0,2021,ok
592,593,602.0,2022,ok
593,594,603.0,2023,ok
594,595,604.0,2024,ok
595,596,605.0,2020,ok
596,597,606.0,2021,ok
597,598,607.0,2022,ok
598,599,608.0,2023,ok
599,600,609.0,2024,ok
600,601,610.0,2020,ok
601,602,611.0,2021,ok
602,603,612.0,2022,ok
603,604,613.0,2023,ok
604,605,614.0,2024,ok
605,606,615.0,2020,ok
606,607,616.0,2021,ok
607,608,617.0,2022,ok
608,609,618.0,2023,ok
609,610,619.0,2024,ok
610,611,620.0,2020,ok
611,612,621.0,2021,ok
612,613,622.0,2022,ok
613,614,623.0,2023,ok
614,615,624.0,2024,ok
615,616,625.0,2020,ok
616,617,626.0,2021,ok
617,618,627.0,2022,ok
618,619,628.0,2023,ok
619,620,629.0,2024,ok
620,621,630.0,2020,ok
621,622,631.0,2021,ok
622,623,632.0,2022,ok
623,624,633.0,2023,ok
624,625,634.0,2024,ok
625,626,635.0,2020,ok
626,627,636.0,2021,ok
627,628,637.0,2022,ok
628,629,638.0,2023,ok
629,630,639.0,2024,ok
630,631,640.0,2020,ok
631,632,641.0,2021,ok
632,633,642.0,2022,ok
633,634,643.0,2023,ok
634,635,644.0,2024,ok
635,636,645.0,2020,ok
636,637,646.0,2021,ok
637,638,647.0,2022,ok
638,639,648.0,2023,ok
639,640,649.0,2024,ok
640,641,650.0,2020,ok
641,642,651.0,2021,ok
642,643,652.0,2022,ok
643,644,653.0,2023,ok
644,645,654.0,2024,ok
645,646,655.0,2020,ok
646,647,656.0,2021,ok
647,648,657.0,2022,ok
648,649,658.0,2023,ok
649,650,659.0,2024,ok
650,651,660.0,2020,ok
651,652,661.0,2021,ok
652,653,662.0,2022,ok
653,654,663.0,2023,ok
654,655,664.0,2024,ok
655,656,665.0,2020,ok
656,657,666.0,2021,ok
657,658,667.0,2022,ok
658,659,668.0,2023,ok
659,660,669.0,2024,ok
660,661,670.0,2020,ok
661,662,671.0,2021,ok
662,663,672.0,2022,ok
663,664,673.0,2023,ok
664,665,674.0,2024,ok
665,666,675.0,2020,ok
666,667,676.0,2021,ok
667,668,677.0,2022,ok
668,669,678.0,2023,ok
669,670,679.0,2024,ok
670,671,680.0,2020,ok
671,672,681.0,2021,ok
672,673,682.0,2022,ok
673,674,683.0,2023,ok
674,675,684.0,2024,ok
675,676,685.0,2020,ok
676,677,686.0,2021,ok
677,678,687.0,2022,ok
678,679,688.0,2023,ok
679,680,689.0,2024,ok
680,681,690.0,2020,ok
681,682,691.0,2021,ok
682,683,692.0,2022,ok
683,684,693.0,2023,ok
684,685,694.0,2024,ok
685,686,695.0,2020,ok
686,687,696.0,2021,ok
687,688,697.0,2022,ok
688,689,698.0,2023,ok
689,690,699.0,2024,ok
690,691,700.0,2020,ok
691,692,701.0,2021,ok
692,693,702.0,2022,ok
693,694,703.0,2023,ok
694,695,704.0,2024,ok
695,696,705.0,2020,ok
696,697,706.0,2021,ok
697,698,707.0,2022,ok
698,699,708.0,2023,ok
699,700,709.0,2024,ok
700,701,710.0,2020,ok
701,702,711.0,2021,ok
702,703,712.0,2022,ok
703,704,713.0,2023,ok
704,705,714.0,2024,ok
705,706,715.0,2020,ok
706,707,716.0,2021,ok
707,708,717.0,2022,ok
708,709,718.0,2023,ok
709,710,719.0,2024,ok
710,711,720.0,2020,ok
711,712,721.0,2021,ok
712,713,722.0,2022,ok
713,714,723.0,2023,ok
714,715,724.0,2024,ok
715,716,725.0,2020,ok
716,717,726.0,2021,ok
717,718,727.0,2022,ok
718,719,728.0,2023,ok
719,720,729.0,2024,ok
720,721,730.0,2020,ok
721,722,731.0,2021,ok
722,723,732.0,2022,ok
723,724,733.0,2023,ok
724,725,734.0,2024,ok
725,726,735.0,2020,ok
726,727,736.0,2021,ok
727,728,737.0,2022,ok
728,729,738.0,2023,ok
729,730,739.0,2024,ok
730,731,740.0,2020,ok
731,732,741.0,2021,ok
732,733,742.0,2022,ok
733,734,743.0,2023,ok
734,735,744.0,2024,ok
735,736,745.0,2020,ok
736,737,746.0,2021,ok
737,738,747.0,2022,ok
738,739,748.0,2023,ok
739,740,749.0,2024,ok
740,741,750.0,2020,ok
741,742,751.0,2021,ok
742,743,752.0,2022,ok
743,744,753.0,2023,ok
744,745,754.0,2024,ok
745,746,755.0,2020,ok
746,747,756.0,2021,ok
747,748,757.0,2022,ok
748,749,758.0,2023,ok
749,750,759.0,2024,ok
750,751,760.0,2020,ok
751,752,761.0,2021,ok
752,753,762.0,2022,ok
753,754,763.0,2023,ok
754,755,764.0,2024,ok
755,756,765.0,2020,ok
756,757,766.0,2021,ok
757,758,767.0,2022,ok
758,759,768.0,2023,ok
759,760,769.0,2024,ok
760,761,770.0,2020,ok
761,762,771.0,2021,ok
762,763,772.0,2022,ok
763,764,773.0,2023,ok
764,765,774.0,2024,ok
765,766,775.0,2020,ok
766,767,776.0,2021,ok
767,768,777.0,2022,ok
768,769,778.0,2023,ok
769,770,779.0,2024,ok
770,771,780.0,2020,ok
771,772,781.0,2021,ok
772,773,782.0,2022,ok
773,774,783.0,2023,ok
774,775,784.0,2024,ok
775,776,785.0,2020,ok
776,777,786.0,2021,ok
777,778,787.0,2022,ok
778,779,788.0,2023,ok
779,780,789.0,2024,ok
780,781,790.0,2020,ok
781,782,791.0,2021,ok
782,783,792.0,2022,ok
783,784,793.0,2023,ok
784,785,794.0,2024,ok
785,786,795.0,2020,ok
786,787,796.0,2021,ok
787,788,797.0,2022,ok
788,789,798.0,2023,ok
789,790,799.0,2024,ok
790,791,800.0,2020,ok
791,792,801.0,2021,ok
792,793,802.0,2022,ok
793,794,803.0,2023,ok
794,795,804.0,2024,ok
795,796,805.0,2020,ok
796,797,806.0,2021,ok
797,798,807.0,2022,ok
798,799,808.0,2023,ok
799,800,809.0,2024,ok
800,801,810.0,2020,ok
801,802,811.0,2021,ok
802,803,812.0,2022,ok
803,804,813.0,2023,ok
804,805,814.0,2024,ok
805,806,815.0,2020,ok
806,807,816.0,2021,ok
807,808,817.0,2022,ok
808,809,818.0,2023,ok
809,810,819.0,2024,ok
810,811,820.0,2020,ok
811,812,821.0,2021,ok
812,813,822.0,2022,ok
813,814,823.0,2023,ok
814,815,824.0,2024,ok
815,816,825.0,2020,ok
816,817,826.0,2021,ok
817,818,827.0,2022,ok
818,819,828.0,2023,ok
819,820,829.0,2024,ok
820,821,830.0,2020,ok
821,822,831.0,2021,ok
822,823,832.0,2022,ok
823,824,833.0,2023,ok
824,825,834.0,2024,ok
825,826,835.0,2020,ok
826,827,836.0,2021,ok
827,828,837.0,2022,ok
828,829,838.0,2023,ok
829,830,839.0,2024,ok
830,831,840.0,2020,ok
831,832,841.0,2021,ok
832,833,842.0,2022,ok
833,834,843.0,2023,ok
834,835,844.0,2024,ok
835,836,845.0,2020,ok
836,837,846.0,2021,ok
837,838,847.0,2022,ok
838,839,848.0,2023,ok
839,840,849.0,2024,ok
840,841,850.0,2020,ok
841,842,851.0,2021,ok
842,843,852.0,2022,ok
843,844,853.0,2023,ok
844,845,854.0,2024,ok
845,846,855.0,2020,ok
846,847,856.0,2021,ok
847,848,857.0,2022,ok
848,849,858.0,2023,ok
849,850,859.0,2024,ok
850,851,860.0,2020,ok
851,852,861.0,2021,ok
852,853,862.0,2022,ok
853,854,863.0,2023,ok
854,855,864.0,2024,ok
855,856,865.0,2020,ok
856,857,866.0,2021,ok
857,858,867.0,2022,ok
858,859,868.0,2023,ok
859,860,869.0,2024,ok
860,861,870.0,2020,ok
861,862,871.0,2021,ok
862,863,872.0,2022,ok
863,864,873.0,2023,ok
864,865,874.0,2024,ok
865,866,875.0,2020,ok
866,867,876.0,2021,ok
867,868,877.0,2022,ok
868,869,878.0,2023,ok
869,870,879.0,2024,ok
870,871,880.0,2020,ok
871,872,881.0,2021,ok
872,873,882.0,2022,ok
873,874,883.0,2023,ok
874,875,884.0,2024,ok
875,876,885.0,2020,ok
876,877,886.0,2021,ok
877,878,887.0,2022,ok
878,879,888.0,2023,ok
879,880,889.0,2024,ok
880,881,890.0,2020,ok
881,882,891.0,2021,ok
882,883,892.0,2022,ok
883,884,893.0,2023,ok
884,885,894.0,2024,ok
885,886,895.0,2020,ok
886,887,896.0,2021,ok
887,888,897.0,2022,ok
888,889,898.0,2023,ok
889,890,899.0,2024,ok
890,891,900.0,2020,ok
891,892,901.0,2021,ok
892,893,902.0,2022,ok
893,894,903.0,2023,ok
894,895,904.0,2024,ok
895,896,905.0,2020,ok
896,897,906.0,2021,ok
897,898,907.0,2022,ok
898,899,908.0,2023,ok
899,900,909.0,2024,ok
900,901,910.0,2020,ok
901,902,911.0,2021,ok
902,903,912.0,2022,ok
903,904,913.0,2023,ok
904,905,914.0,2024,ok
905,906,915.0,2020,ok
906,907,916.0,2021,ok
907,908,917.0,2022,ok
908,909,918.0,2023,ok
909,910,919.0,2024,ok
910,911,920.0,2020,ok
911,912,921.0,2021,ok
912,913,922.0,2022,ok
913,914,923.0,2023,ok
914,915,924.0,2024,ok
915,916,925.0,2020,ok
916,917,926.0,2021,ok
917,918,927.0,2022,ok
918,919,928.0,2023,ok
919,920,929.0,2024,ok
920,921,930.0,2020,ok
921,922,931.0,2021,ok
922,923,932.0,2022,ok
923,924,933.0,2023,ok
924,925,934.0,2024,ok
925,926,935.0,2020,ok
926,927,936.0,2021,ok
927,928,937.0,2022,ok
928,929,938.0,2023,ok
929,930,939.0,2024,ok
930,931,940.0,2020,ok
931,932,941.0,2021,ok
932,933,942.0,2022,ok
933,934,943.0,2023,ok
934,935,944.0,2024,ok
935,936,945.0,2020,ok
936,937,946.0,2021,ok
937,938,947.0,2022,ok
938,939,948.0,2023,ok
939,940,949.0,2024,ok
940,941,950.0,2020,ok
941,942,951.0,2021,ok
942,943,952.0,2022,ok
943,944,953.0,2023,ok
944,945,954.0,2024,ok
945,946,955.0,2020,ok
946,947,956.0,2021,ok
947,948,957.0,2022,ok
948,949,958.0,2023,ok
949,950,959.0,2024,ok
950,951,960.0,2020,ok
951,952,961.0,2021,ok
952,953,962.0,2022,ok
953,954,963.0,2023,ok
954,955,964.0,2024,ok
955,956,965.0,2020,ok
956,957,966.0,2021,ok
957,958,967.0,2022,ok
958,959,968.0,2023,ok
959,960,969.0,2024,ok
960,961,970.0,2020,ok
961,962,971.0,2021,ok
962,963,972.0,2022,ok
963,964,973.0,2023,ok
964,965,974.0,2024,ok
965,966,975.0,2020,ok
966,967,976.0,2021,ok
967,968,977.0,2022,ok
968,969,978.0,2023,ok
969,970,979.0,2024,ok
970,971,980.0,2020,ok
971,972,981.0,2021,ok
972,973,982.0,2022,ok
973,974,983.0,2023,ok
974,975,984.0,2024,ok
975,976,985.0,2020,ok
976,977,986.0,2021,ok
977,978,987.0,2022,ok
978,979,988.0,2023,ok
979,980,989.0,2024,ok
980,981,990.0,2020,ok
981,982,991.0,2021,ok
982,983,992.0,2022,ok
983,984,993.0,2023,ok
984,985,994.0,2024,ok
985,986,995.0,2020,ok
986,987,996.0,2021,ok
987,988,997.0,2022,ok
988,989,998.0,2023,ok
989,990,999.0,2024,ok
990,991,1000.0,2020,ok
991,992,1001.0,2021,ok
992,993,1002.0,2022,ok
993,994,1003.0,2023,ok
994,995,1004.0,2024,ok
995,996,1005.0,2020,ok
996,997,1006.0,2021,ok
997,998,1007.0,2022,ok
